Assembly	final.contigs
# contigs (>= 0 bp)	5236
# contigs (>= 1000 bp)	3300
Total length (>= 0 bp)	11099999
Total length (>= 1000 bp)	10082801
# contigs	4235
Largest contig	19900
Total length	10767902
Reference length	10957366
GC (%)	50.39
Reference GC (%)	50.49
N50	3544
NG50	3502
N75	2050
NG75	1976
L50	946
LG50	973
L75	1933
LG75	2003
# misassemblies	2
# misassembled contigs	2
Misassembled contigs length	13586
# local misassemblies	0
# unaligned contigs	0 + 2 part
Unaligned length	116
Genome fraction (%)	95.812
Duplication ratio	1.032
# N's per 100 kbp	0.00
# mismatches per 100 kbp	32.94
# indels per 100 kbp	0.05
Largest alignment	19900
NA50	3543
NGA50	3502
NA75	2050
NGA75	1976
LA50	946
LGA50	973
LA75	1934
LGA75	2005
