Assembly	final.contigs
# contigs (>= 0 bp)	2828
# contigs (>= 1000 bp)	954
Total length (>= 0 bp)	3152553
Total length (>= 1000 bp)	1870968
# contigs	2828
Largest contig	7400
Total length	3152553
Reference length	5478683
GC (%)	50.30
Reference GC (%)	50.49
N50	1272
NG50	618
N75	746
L50	692
LG50	2087
L75	1533
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# unaligned contigs	0 + 2 part
Unaligned length	336
Genome fraction (%)	55.364
Duplication ratio	1.039
# N's per 100 kbp	0.00
# mismatches per 100 kbp	314.65
# indels per 100 kbp	0.00
Largest alignment	7400
NA50	1272
NGA50	618
NA75	746
LA50	692
LGA50	2087
LA75	1533
