Assembly	final.contigs
# contigs (>= 0 bp)	108
# contigs (>= 1000 bp)	108
Total length (>= 0 bp)	1315019
Total length (>= 1000 bp)	1315019
# contigs	108
Largest contig	53647
Total length	1315019
Reference length	641799
GC (%)	26.27
Reference GC (%)	26.30
N50	19444
NG50	29739
N75	11480
NG75	24186
L50	23
LG50	9
L75	46
LG75	15
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# unaligned contigs	49 + 5 part
Unaligned length	622807
Genome fraction (%)	99.874
Duplication ratio	1.080
# N's per 100 kbp	0.00
# mismatches per 100 kbp	206.56
# indels per 100 kbp	0.94
Largest alignment	53647
NA50	2224
NGA50	18788
NGA75	12418
LA50	51
LGA50	11
LGA75	21
