Assembly	final.contigs
# contigs (>= 0 bp)	1568
# contigs (>= 1000 bp)	302
Total length (>= 0 bp)	1148514
Total length (>= 1000 bp)	432774
# contigs	1025
Largest contig	4169
Total length	945995
Reference length	1283598
GC (%)	26.40
Reference GC (%)	26.31
N50	935
NG50	774
N75	714
L50	344
LG50	542
L75	633
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	82.913
Duplication ratio	1.068
# N's per 100 kbp	0.00
# mismatches per 100 kbp	318.71
# indels per 100 kbp	0.38
Largest alignment	4169
NA50	935
NGA50	774
NA75	714
LA50	344
LGA50	542
LA75	633
