Assembly	final.contigs
# contigs (>= 0 bp)	4321
# contigs (>= 1000 bp)	27
# contigs (>= 5000 bp)	0
# contigs (>= 10000 bp)	0
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 0 bp)	1948663
Total length (>= 1000 bp)	33234
Total length (>= 5000 bp)	0
Total length (>= 10000 bp)	0
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	1129
Largest contig	1965
Total length	712668
Reference length	4641652
GC (%)	50.82
Reference GC (%)	50.79
N50	608
N75	550
L50	480
L75	790
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# unaligned contigs	1125 + 3 part
Unaligned length	709415
Genome fraction (%)	0.070
Duplication ratio	1.000
# N's per 100 kbp	0.00
# mismatches per 100 kbp	861.01
# indels per 100 kbp	0.00
Largest alignment	1337
NGA50	-
