Assembly	final.contigs
# contigs (>= 1000 bp)	664
# contigs (>= 5000 bp)	102
# contigs (>= 10000 bp)	9
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 1000 bp)	2018796
Total length (>= 5000 bp)	710807
Total length (>= 10000 bp)	102572
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	1241
Largest contig	16503
Total length	2402300
Reference length	4641652
GC (%)	50.84
Reference GC (%)	50.79
N50	3176
NG50	554
N75	1568
L50	228
LG50	1087
L75	492
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	50.583
Duplication ratio	1.023
# N's per 100 kbp	0.00
# mismatches per 100 kbp	418.97
# indels per 100 kbp	0.09
Largest alignment	16503
NA50	3176
NGA50	554
NA75	1568
LA50	228
LGA50	1087
LA75	492
