Assembly	final.contigs
# contigs (>= 0 bp)	4279
# contigs (>= 1000 bp)	1368
# contigs (>= 5000 bp)	1
# contigs (>= 10000 bp)	0
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 0 bp)	3891727
Total length (>= 1000 bp)	2118029
Total length (>= 5000 bp)	5220
Total length (>= 10000 bp)	0
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	3311
Largest contig	5220
Total length	3503625
Reference length	4641652
N50	1159
N75	803
L50	1028
L75	1941
# misassemblies	5
# misassembled contigs	5
Misassembled contigs length	7102
# local misassemblies	6
# unaligned contigs	1 + 11 part
Unaligned length	1662
Genome fraction (%)	73.853
Duplication ratio	1.022
# N's per 100 kbp	0.00
# mismatches per 100 kbp	584.60
# indels per 100 kbp	9.77
Largest alignment	5220
NA50	1157
NA75	802
LA50	1029
LA75	1944
