Assembly	final.contigs
# contigs (>= 0 bp)	1087
# contigs (>= 1000 bp)	349
Total length (>= 0 bp)	1000855
Total length (>= 1000 bp)	478013
# contigs	1087
Largest contig	3516
Total length	1000855
Reference length	615980
GC (%)	25.37
Reference GC (%)	25.35
N50	972
NG50	1202
N75	727
NG75	1010
L50	372
LG50	192
L75	672
LG75	334
# misassemblies	20
# misassembled contigs	20
Misassembled contigs length	21819
# local misassemblies	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	90.169
Duplication ratio	1.802
# N's per 100 kbp	0.00
# mismatches per 100 kbp	1293.61
# indels per 100 kbp	0.72
Largest alignment	3360
NA50	963
NGA50	1195
NA75	716
NGA75	1008
LA50	375
LGA50	194
LA75	677
LGA75	336
