Assembly	final.contigs
# contigs (>= 0 bp)	12513
# contigs (>= 1000 bp)	2533
# contigs (>= 5000 bp)	0
# contigs (>= 10000 bp)	0
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 0 bp)	9260721
Total length (>= 1000 bp)	3636207
Total length (>= 5000 bp)	0
Total length (>= 10000 bp)	0
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	8299
Largest contig	3778
Total length	7710930
Reference length	9714864
N50	962
N75	713
L50	2757
L75	5091
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	82.443
Duplication ratio	1.065
# N's per 100 kbp	0.00
# mismatches per 100 kbp	187.02
# indels per 100 kbp	0.02
Largest alignment	3778
NA50	962
NA75	713
LA50	2757
LA75	5091
