Assembly	final.contigs
# contigs (>= 0 bp)	145
# contigs (>= 1000 bp)	95
# contigs (>= 5000 bp)	71
# contigs (>= 10000 bp)	66
# contigs (>= 25000 bp)	49
# contigs (>= 50000 bp)	32
Total length (>= 0 bp)	4574208
Total length (>= 1000 bp)	4553116
Total length (>= 5000 bp)	4499119
Total length (>= 10000 bp)	4463368
Total length (>= 25000 bp)	4193515
Total length (>= 50000 bp)	3603122
# contigs	110
Largest contig	327143
Total length	4562904
Reference length	4641652
N50	110840
N75	56864
L50	14
L75	29
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	10
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	98.246
Duplication ratio	1.001
# N's per 100 kbp	0.00
# mismatches per 100 kbp	57.26
# indels per 100 kbp	8.79
Largest alignment	327143
NA50	110840
NA75	56864
LA50	14
LA75	29
