Assembly	final.contigs
# contigs (>= 0 bp)	507
# contigs (>= 1000 bp)	478
Total length (>= 0 bp)	3744104
Total length (>= 1000 bp)	3721380
# contigs	507
Largest contig	40013
Total length	3744104
Reference length	1892775
GC (%)	32.25
Reference GC (%)	32.27
N50	12018
NG50	18214
N75	6586
NG75	14480
L50	103
LG50	40
L75	207
LG75	69
# misassemblies	2
# misassembled contigs	2
Misassembled contigs length	28614
# local misassemblies	0
# unaligned contigs	179 + 80 part
Unaligned length	1749084
Genome fraction (%)	99.870
Duplication ratio	1.055
# N's per 100 kbp	0.00
# mismatches per 100 kbp	64.91
# indels per 100 kbp	0.58
Largest alignment	40013
NA50	2025
NGA50	13586
NGA75	7962
LA50	190
LGA50	47
LGA75	91
