Assembly	final.contigs
# contigs (>= 0 bp)	4749
# contigs (>= 1000 bp)	1668
Total length (>= 0 bp)	4606181
Total length (>= 1000 bp)	2433546
# contigs	4749
Largest contig	4348
Total length	4606181
Reference length	5547323
GC (%)	50.26
Reference GC (%)	50.48
N50	1036
NG50	906
N75	733
NG75	592
L50	1540
LG50	2027
L75	2863
LG75	3932
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	1
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	78.439
Duplication ratio	1.059
# N's per 100 kbp	0.00
# mismatches per 100 kbp	142.92
# indels per 100 kbp	0.18
Largest alignment	4348
NA50	1036
NGA50	906
NA75	733
NGA75	592
LA50	1540
LGA50	2027
LA75	2863
LGA75	3932
