Assembly	final.contigs
# contigs (>= 0 bp)	3657
# contigs (>= 1000 bp)	575
# contigs (>= 5000 bp)	0
# contigs (>= 10000 bp)	0
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 0 bp)	2482272
Total length (>= 1000 bp)	804538
Total length (>= 5000 bp)	0
Total length (>= 10000 bp)	0
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	2153
Largest contig	3631
Total length	1902131
Reference length	4641652
GC (%)	50.87
Reference GC (%)	50.79
N50	909
N75	683
L50	729
L75	1335
# misassemblies	7
# misassembled contigs	7
Misassembled contigs length	9996
# local misassemblies	3
# unaligned contigs	1 + 4 part
Unaligned length	1357
Genome fraction (%)	40.936
Duplication ratio	1.000
# N's per 100 kbp	0.00
# mismatches per 100 kbp	10.47
# indels per 100 kbp	0.63
Largest alignment	3631
NA50	906
NGA50	-
NA75	682
LA50	732
LA75	1339
