Assembly	final.contigs
# contigs (>= 0 bp)	2374
# contigs (>= 1000 bp)	1160
Total length (>= 0 bp)	3327266
Total length (>= 1000 bp)	2493604
# contigs	2374
Largest contig	8768
Total length	3327266
Reference length	1892775
GC (%)	32.25
Reference GC (%)	32.26
N50	1860
NG50	2952
N75	999
NG75	2184
L50	540
LG50	231
L75	1162
LG75	419
# misassemblies	16
# misassembled contigs	16
Misassembled contigs length	13747
# local misassemblies	0
# unaligned contigs	0 + 1 part
Unaligned length	316
Genome fraction (%)	89.317
Duplication ratio	1.968
# N's per 100 kbp	0.00
# mismatches per 100 kbp	836.64
# indels per 100 kbp	0.12
Largest alignment	8768
NA50	714
NGA50	1725
NGA75	938
LA50	1012
LGA50	328
LGA75	713
