Assembly	final.contigs
# contigs (>= 1000 bp)	1267
# contigs (>= 5000 bp)	0
# contigs (>= 10000 bp)	0
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 1000 bp)	1896143
Total length (>= 5000 bp)	0
Total length (>= 10000 bp)	0
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	4039
Largest contig	4559
Total length	3835431
Reference length	4641652
GC (%)	50.71
Reference GC (%)	50.79
N50	992
NG50	862
N75	714
NG75	576
L50	1289
LG50	1726
L75	2435
LG75	3379
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	76.012
Duplication ratio	1.087
# N's per 100 kbp	0.00
# mismatches per 100 kbp	407.01
# indels per 100 kbp	0.06
Largest alignment	4559
NA50	992
NGA50	862
NA75	714
NGA75	576
LA50	1289
LGA50	1726
LA75	2435
LGA75	3380
