Assembly	final.contigs
# contigs (>= 0 bp)	185
# contigs (>= 1000 bp)	180
Total length (>= 0 bp)	5694387
Total length (>= 1000 bp)	5691004
# contigs	185
Largest contig	194428
Total length	5694387
Reference length	5478683
GC (%)	50.56
Reference GC (%)	50.50
N50	53310
NG50	55863
N75	29375
NG75	31554
L50	32
LG50	30
L75	68
LG75	63
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# unaligned contigs	0 + 2 part
Unaligned length	182916
Genome fraction (%)	99.996
Duplication ratio	1.006
# N's per 100 kbp	0.00
# mismatches per 100 kbp	15.19
# indels per 100 kbp	0.07
Largest alignment	165821
NA50	48266
NGA50	50788
NA75	25862
NGA75	28247
LA50	35
LGA50	33
LA75	75
LGA75	69
