Assembly	final.contigs
# contigs (>= 1000 bp)	321
# contigs (>= 5000 bp)	229
# contigs (>= 10000 bp)	167
# contigs (>= 25000 bp)	58
# contigs (>= 50000 bp)	7
Total length (>= 1000 bp)	4596099
Total length (>= 5000 bp)	4328383
Total length (>= 10000 bp)	3874021
Total length (>= 25000 bp)	2147732
Total length (>= 50000 bp)	449374
# contigs	341
Largest contig	94484
Total length	4609297
Reference length	4641652
GC (%)	50.75
Reference GC (%)	50.79
N50	23507
NG50	23419
N75	12945
NG75	12755
L50	65
LG50	66
L75	131
LG75	133
# misassemblies	1
# misassembled contigs	1
Misassembled contigs length	23372
# local misassemblies	9
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	98.306
Duplication ratio	1.010
# N's per 100 kbp	0.00
# mismatches per 100 kbp	50.60
# indels per 100 kbp	0.09
Largest alignment	94484
NA50	23507
NGA50	23419
NA75	12945
NGA75	12755
LA50	65
LGA50	66
LA75	131
LGA75	133
