Assembly	final.contigs
# contigs (>= 1000 bp)	1751
# contigs (>= 5000 bp)	28
# contigs (>= 10000 bp)	0
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 1000 bp)	3466620
Total length (>= 5000 bp)	174905
Total length (>= 10000 bp)	0
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	3111
Largest contig	9656
Total length	4452491
Reference length	4641652
GC (%)	50.74
Reference GC (%)	50.79
N50	1741
NG50	1692
N75	1067
NG75	995
L50	820
LG50	875
L75	1628
LG75	1766
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	92.291
Duplication ratio	1.039
# N's per 100 kbp	0.00
# mismatches per 100 kbp	11.88
# indels per 100 kbp	0.00
Largest alignment	9656
NA50	1741
NGA50	1692
NA75	1067
NGA75	995
LA50	820
LGA50	875
LA75	1628
LGA75	1766
