Assembly	final.contigs
# contigs (>= 0 bp)	1740
# contigs (>= 1000 bp)	1386
# contigs (>= 5000 bp)	697
# contigs (>= 10000 bp)	262
# contigs (>= 25000 bp)	27
# contigs (>= 50000 bp)	0
Total length (>= 0 bp)	9352212
Total length (>= 1000 bp)	9168181
Total length (>= 5000 bp)	7270597
Total length (>= 10000 bp)	4156298
Total length (>= 25000 bp)	792121
Total length (>= 50000 bp)	0
# contigs	1555
Largest contig	45348
Total length	9292963
Reference length	9283304
N50	9319
N75	5443
L50	313
L75	640
# misassemblies	1
# misassembled contigs	1
Misassembled contigs length	15101
# local misassemblies	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	98.866
Duplication ratio	1.013
# N's per 100 kbp	0.00
# mismatches per 100 kbp	0.34
# indels per 100 kbp	0.00
Largest alignment	45348
NA50	9319
NA75	5443
LA50	313
LA75	640
