All statistics are based on contigs of size >= 500 bp, unless otherwise noted (e.g., "# contigs (>= 0 bp)" and "Total length (>= 0 bp)" include all contigs).

Assembly                         final.contigs
# misassemblies                  3            
    # relocations                3            
    # translocations             0            
    # inversions                 0            
# possibly misassembled contigs  0            
# misassembled contigs           2            
Misassembled contigs length      84874        
# local misassemblies            12           
# mismatches                     2794         
# indels                         463          
    # short indels               462          
    # long indels                1            
Indels length                    740          
