Assembly	final.contigs
# contigs (>= 0 bp)	1079
# contigs (>= 1000 bp)	408
Total length (>= 0 bp)	1119941
Total length (>= 1000 bp)	641890
# contigs	1079
Largest contig	4490
Total length	1119941
Reference length	641799
GC (%)	26.35
Reference GC (%)	26.30
N50	1130
NG50	1585
N75	781
NG75	1235
L50	331
LG50	148
L75	635
LG75	264
# misassemblies	21
# misassembled contigs	21
Misassembled contigs length	29556
# local misassemblies	0
# unaligned contigs	0 + 2 part
Unaligned length	299
Genome fraction (%)	91.543
Duplication ratio	1.906
# N's per 100 kbp	0.00
# mismatches per 100 kbp	1412.38
# indels per 100 kbp	1.02
Largest alignment	4490
NA50	1107
NGA50	1579
NA75	776
NGA75	1225
LA50	336
LGA50	150
LA75	642
LGA75	268
