Assembly	final.contigs
# contigs (>= 0 bp)	844
# contigs (>= 1000 bp)	482
Total length (>= 0 bp)	1200225
Total length (>= 1000 bp)	930688
# contigs	844
Largest contig	8031
Total length	1200225
Reference length	615980
GC (%)	25.34
Reference GC (%)	25.33
N50	1711
NG50	2587
N75	1058
NG75	1999
L50	230
LG50	88
L75	453
LG75	156
# misassemblies	28
# misassembled contigs	27
Misassembled contigs length	66201
# local misassemblies	0
# unaligned contigs	0 + 2 part
Unaligned length	916
Genome fraction (%)	96.530
Duplication ratio	2.017
# N's per 100 kbp	0.00
# mismatches per 100 kbp	1652.02
# indels per 100 kbp	2.52
Largest alignment	8031
NA50	1666
NGA50	2425
NA75	1023
NGA75	1955
LA50	240
LGA50	92
LA75	466
LGA75	164
