Assembly	final.contigs
# contigs (>= 0 bp)	1315
# contigs (>= 1000 bp)	451
Total length (>= 0 bp)	1276739
Total length (>= 1000 bp)	780191
# contigs	950
Largest contig	8192
Total length	1143011
Reference length	1231960
GC (%)	25.44
Reference GC (%)	25.34
N50	1356
NG50	1269
N75	888
NG75	797
L50	271
LG50	305
L75	533
LG75	612
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	90.150
Duplication ratio	1.050
# N's per 100 kbp	0.00
# mismatches per 100 kbp	76.44
# indels per 100 kbp	0.00
Largest alignment	8192
NA50	1356
NGA50	1269
NA75	888
NGA75	797
LA50	271
LGA50	305
LA75	533
LGA75	612
