Assembly	final.contigs
# contigs (>= 0 bp)	5064
# contigs (>= 1000 bp)	1812
Total length (>= 0 bp)	4940799
Total length (>= 1000 bp)	2645384
# contigs	5064
Largest contig	4582
Total length	4940799
Reference length	5547323
GC (%)	50.48
Reference GC (%)	50.49
N50	1048
NG50	963
N75	743
NG75	651
L50	1641
LG50	1943
L75	3045
LG75	3700
# misassemblies	1
# misassembled contigs	1
Misassembled contigs length	2463
# local misassemblies	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	84.160
Duplication ratio	1.058
# N's per 100 kbp	0.00
# mismatches per 100 kbp	133.01
# indels per 100 kbp	0.21
Largest alignment	4582
NA50	1048
NGA50	962
NA75	743
NGA75	650
LA50	1641
LGA50	1944
LA75	3046
LGA75	3701
