Assembly	final.contigs
# contigs (>= 0 bp)	346
# contigs (>= 1000 bp)	262
Total length (>= 0 bp)	1308412
Total length (>= 1000 bp)	1256062
# contigs	318
Largest contig	23356
Total length	1298209
Reference length	1283598
GC (%)	26.30
Reference GC (%)	26.30
N50	6054
NG50	6098
N75	3538
NG75	3592
L50	65
LG50	64
L75	136
LG75	133
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	99.203
Duplication ratio	1.020
# N's per 100 kbp	0.00
# mismatches per 100 kbp	15.55
# indels per 100 kbp	0.16
Largest alignment	23356
NA50	6054
NGA50	6098
NA75	3538
NGA75	3592
LA50	65
LGA50	64
LA75	136
LGA75	133
