Assembly	final.contigs
# contigs (>= 0 bp)	440
# contigs (>= 1000 bp)	321
# contigs (>= 5000 bp)	229
# contigs (>= 10000 bp)	167
# contigs (>= 25000 bp)	58
# contigs (>= 50000 bp)	7
Total length (>= 0 bp)	4642569
Total length (>= 1000 bp)	4596099
Total length (>= 5000 bp)	4328383
Total length (>= 10000 bp)	3874021
Total length (>= 25000 bp)	2147732
Total length (>= 50000 bp)	449374
# contigs	341
Largest contig	94484
Total length	4609297
Reference length	4641652
N50	23507
N75	12945
L50	65
L75	131
# misassemblies	1
# misassembled contigs	1
Misassembled contigs length	23372
# local misassemblies	9
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	99.453
Duplication ratio	1.011
# N's per 100 kbp	0.00
# mismatches per 100 kbp	52.66
# indels per 100 kbp	0.45
Largest alignment	94484
NA50	23507
NA75	12945
LA50	65
LA75	131
