Assembly	final.contigs
# contigs (>= 0 bp)	2114
# contigs (>= 1000 bp)	688
# contigs (>= 5000 bp)	332
# contigs (>= 10000 bp)	139
# contigs (>= 25000 bp)	7
# contigs (>= 50000 bp)	0
Total length (>= 0 bp)	5012547
Total length (>= 1000 bp)	4469620
Total length (>= 5000 bp)	3468466
Total length (>= 10000 bp)	2118617
Total length (>= 25000 bp)	198815
Total length (>= 50000 bp)	0
# contigs	933
Largest contig	35550
Total length	4625356
Reference length	9283304
N50	9138
N75	4985
L50	160
L75	333
# misassemblies	1
# misassembled contigs	1
Misassembled contigs length	5468
# local misassemblies	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	49.419
Duplication ratio	1.008
# N's per 100 kbp	0.00
# mismatches per 100 kbp	425.29
# indels per 100 kbp	0.00
Largest alignment	35550
NA50	9138
NA75	4985
LA50	160
LA75	333
