Assembly	final.contigs
# contigs (>= 0 bp)	9788
# contigs (>= 1000 bp)	1316
# contigs (>= 5000 bp)	0
# contigs (>= 10000 bp)	0
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 0 bp)	6323622
Total length (>= 1000 bp)	1750397
Total length (>= 5000 bp)	0
Total length (>= 10000 bp)	0
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	5556
Largest contig	3484
Total length	4695991
Reference length	4641652
GC (%)	50.72
Reference GC (%)	50.79
N50	865
NG50	870
N75	664
NG75	670
L50	1960
LG50	1929
L75	3516
LG75	3455
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# unaligned contigs	5096 + 7 part
Unaligned length	4166734
Genome fraction (%)	11.320
Duplication ratio	1.007
# N's per 100 kbp	0.00
# mismatches per 100 kbp	760.31
# indels per 100 kbp	0.57
Largest alignment	3481
NGA50	-
