Assembly	final.contigs
# contigs (>= 1000 bp)	1669
# contigs (>= 5000 bp)	162
# contigs (>= 10000 bp)	6
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 1000 bp)	4490273
Total length (>= 5000 bp)	1036312
Total length (>= 10000 bp)	71875
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	2233
Largest contig	15045
Total length	4905101
Reference length	4857432
GC (%)	52.24
Reference GC (%)	52.23
N50	2956
NG50	3003
N75	1754
NG75	1787
L50	531
LG50	523
L75	1063
LG75	1043
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	98.057
Duplication ratio	1.030
# N's per 100 kbp	0.00
# mismatches per 100 kbp	2.14
# indels per 100 kbp	0.00
Largest alignment	15045
NA50	2956
NGA50	3003
NA75	1754
NGA75	1787
LA50	531
LGA50	523
LA75	1063
LGA75	1043
