Assembly	final.contigs
# contigs (>= 0 bp)	10870
# contigs (>= 1000 bp)	2047
# contigs (>= 5000 bp)	1
# contigs (>= 10000 bp)	0
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 0 bp)	7940942
Total length (>= 1000 bp)	3110454
Total length (>= 5000 bp)	6977
Total length (>= 10000 bp)	0
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	6777
Largest contig	6977
Total length	6421470
Reference length	9283304
N50	975
N75	710
L50	2149
L75	4094
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	65.915
Duplication ratio	1.049
# N's per 100 kbp	0.00
# mismatches per 100 kbp	182.17
# indels per 100 kbp	0.03
Largest alignment	6977
NA50	975
NA75	710
LA50	2149
LA75	4094
