Assembly	final.contigs
# contigs (>= 0 bp)	2269
# contigs (>= 1000 bp)	1511
# contigs (>= 5000 bp)	108
# contigs (>= 10000 bp)	4
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 0 bp)	4392029
Total length (>= 1000 bp)	3903367
Total length (>= 5000 bp)	709559
Total length (>= 10000 bp)	48458
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	2044
Largest contig	14149
Total length	4302638
Reference length	4641652
N50	2830
N75	1666
L50	500
L75	997
# misassemblies	7
# misassembled contigs	7
Misassembled contigs length	30951
# local misassemblies	10
# unaligned contigs	0 + 4 part
Unaligned length	169
Genome fraction (%)	91.983
Duplication ratio	1.008
# N's per 100 kbp	0.00
# mismatches per 100 kbp	207.35
# indels per 100 kbp	9.84
Largest alignment	14149
NA50	2825
NA75	1662
LA50	502
LA75	1000
