Assembly	final.contigs
# contigs (>= 0 bp)	3351
# contigs (>= 1000 bp)	1113
Total length (>= 0 bp)	3215840
Total length (>= 1000 bp)	1629271
# contigs	3351
Largest contig	4208
Total length	3215840
Reference length	1892775
GC (%)	32.28
Reference GC (%)	32.26
N50	1009
NG50	1350
N75	732
NG75	1101
L50	1092
LG50	522
L75	2027
LG75	913
# misassemblies	53
# misassembled contigs	52
Misassembled contigs length	61830
# local misassemblies	0
# unaligned contigs	2 + 1 part
Unaligned length	3088
Genome fraction (%)	88.152
Duplication ratio	1.926
# N's per 100 kbp	0.00
# mismatches per 100 kbp	1339.39
# indels per 100 kbp	0.48
Largest alignment	4208
NA50	952
NGA50	1291
NA75	678
NGA75	1032
LA50	1138
LGA50	539
LA75	2138
LGA75	948
