Assembly	final.contigs
# contigs (>= 0 bp)	960
# contigs (>= 1000 bp)	395
Total length (>= 0 bp)	1125369
Total length (>= 1000 bp)	730492
# contigs	960
Largest contig	5595
Total length	1125369
Reference length	615980
GC (%)	25.42
Reference GC (%)	25.35
N50	1358
NG50	2130
N75	829
NG75	1676
L50	253
LG50	104
L75	520
LG75	186
# misassemblies	9
# misassembled contigs	9
Misassembled contigs length	8535
# local misassemblies	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	92.789
Duplication ratio	1.969
# N's per 100 kbp	0.00
# mismatches per 100 kbp	936.38
# indels per 100 kbp	0.35
Largest alignment	5595
NA50	772
NGA50	1449
NGA75	969
LA50	386
LGA50	137
LGA75	270
