Assembly	final.contigs
# contigs (>= 0 bp)	6687
# contigs (>= 1000 bp)	3791
Total length (>= 0 bp)	11153269
Total length (>= 1000 bp)	9572714
# contigs	5317
Largest contig	12275
Total length	10689776
Reference length	10957366
GC (%)	50.38
Reference GC (%)	50.49
N50	2681
NG50	2616
N75	1591
NG75	1509
L50	1270
LG50	1321
L75	2563
LG75	2693
# misassemblies	1
# misassembled contigs	1
Misassembled contigs length	7696
# local misassemblies	1
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	94.962
Duplication ratio	1.037
# N's per 100 kbp	0.00
# mismatches per 100 kbp	37.17
# indels per 100 kbp	0.09
Largest alignment	12275
NA50	2681
NGA50	2615
NA75	1591
NGA75	1509
LA50	1271
LGA50	1322
LA75	2564
LGA75	2694
