Assembly	final.contigs
# contigs (>= 0 bp)	379
# contigs (>= 1000 bp)	359
Total length (>= 0 bp)	3713459
Total length (>= 1000 bp)	3697428
# contigs	379
Largest contig	61161
Total length	3713459
Reference length	1892775
GC (%)	32.26
Reference GC (%)	32.27
N50	15222
NG50	24446
N75	8940
NG75	19164
L50	78
LG50	31
L75	155
LG75	52
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# unaligned contigs	147 + 70 part
Unaligned length	1787456
Genome fraction (%)	99.953
Duplication ratio	1.018
# N's per 100 kbp	0.00
# mismatches per 100 kbp	15.59
# indels per 100 kbp	0.00
Largest alignment	61161
NA50	3612
NGA50	18798
NGA75	11795
LA50	132
LGA50	35
LGA75	69
