Assembly	final.contigs
# contigs (>= 0 bp)	818
# contigs (>= 1000 bp)	706
Total length (>= 0 bp)	3729908
Total length (>= 1000 bp)	3642377
# contigs	818
Largest contig	29446
Total length	3729908
Reference length	1892775
GC (%)	32.25
Reference GC (%)	32.25
N50	7320
NG50	11383
N75	4004
NG75	8989
L50	162
LG50	60
L75	332
LG75	107
# misassemblies	5
# misassembled contigs	5
Misassembled contigs length	7629
# local misassemblies	0
# unaligned contigs	217 + 100 part
Unaligned length	1608559
Genome fraction (%)	99.675
Duplication ratio	1.124
# N's per 100 kbp	0.00
# mismatches per 100 kbp	180.69
# indels per 100 kbp	0.42
Largest alignment	29446
NA50	1901
NGA50	7619
NGA75	4506
LA50	307
LGA50	83
LGA75	160
