Assembly	final.contigs
# contigs (>= 1000 bp)	877
# contigs (>= 5000 bp)	28
# contigs (>= 10000 bp)	0
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 1000 bp)	1896667
Total length (>= 5000 bp)	171476
Total length (>= 10000 bp)	0
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	1843
Largest contig	8340
Total length	2545449
Reference length	4857432
GC (%)	52.14
Reference GC (%)	52.22
N50	1831
NG50	548
N75	992
L50	418
LG50	1621
L75	890
# misassemblies	1
# misassembled contigs	1
Misassembled contigs length	1540
# local misassemblies	1
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	50.846
Duplication ratio	1.031
# N's per 100 kbp	0.00
# mismatches per 100 kbp	393.51
# indels per 100 kbp	0.04
Largest alignment	8340
NA50	1831
NGA50	548
NA75	992
LA50	418
LGA50	1621
LA75	890
