Assembly	contigs
# contigs (>= 0 bp)	197
# contigs (>= 1000 bp)	116
# contigs (>= 5000 bp)	85
# contigs (>= 10000 bp)	71
# contigs (>= 25000 bp)	53
# contigs (>= 50000 bp)	32
Total length (>= 0 bp)	4573456
Total length (>= 1000 bp)	4553700
Total length (>= 5000 bp)	4485632
Total length (>= 10000 bp)	4383570
Total length (>= 25000 bp)	4086828
Total length (>= 50000 bp)	3325416
# contigs	128
Largest contig	327173
Total length	4561737
Reference length	4641652
GC (%)	50.75
Reference GC (%)	50.79
N50	95119
NG50	88116
N75	44523
NG75	43853
L50	17
LG50	18
L75	35
LG75	36
# misassemblies	2
# misassembled contigs	2
Misassembled contigs length	199773
# local misassemblies	7
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	98.191
Duplication ratio	1.001
# N's per 100 kbp	0.00
# mismatches per 100 kbp	14.81
# indels per 100 kbp	0.29
Largest alignment	327173
NA50	88101
NGA50	88101
NA75	44523
NGA75	43059
LA50	18
LGA50	18
LA75	35
LGA75	37
