Assembly	final.contigs
# contigs (>= 1000 bp)	1032
# contigs (>= 5000 bp)	0
# contigs (>= 10000 bp)	0
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 1000 bp)	1466526
Total length (>= 5000 bp)	0
Total length (>= 10000 bp)	0
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	3726
Largest contig	4191
Total length	3320280
Reference length	4857432
GC (%)	52.15
Reference GC (%)	52.22
N50	926
NG50	689
N75	673
L50	1234
LG50	2204
L75	2294
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# unaligned contigs	0 + 3 part
Unaligned length	209
Genome fraction (%)	64.840
Duplication ratio	1.054
# N's per 100 kbp	0.00
# mismatches per 100 kbp	252.83
# indels per 100 kbp	0.00
Largest alignment	4191
NA50	926
NGA50	689
NA75	673
LA50	1234
LGA50	2204
LA75	2294
