Assembly	contigs
# contigs (>= 0 bp)	100
# contigs (>= 1000 bp)	69
# contigs (>= 5000 bp)	51
# contigs (>= 10000 bp)	47
# contigs (>= 25000 bp)	41
# contigs (>= 50000 bp)	27
Total length (>= 0 bp)	4576065
Total length (>= 1000 bp)	4563659
Total length (>= 5000 bp)	4524706
Total length (>= 10000 bp)	4495352
Total length (>= 25000 bp)	4405036
Total length (>= 50000 bp)	3921223
# contigs	81
Largest contig	327173
Total length	4572085
Reference length	4641652
GC (%)	50.75
Reference GC (%)	50.79
N50	173566
NG50	173566
N75	87186
NG75	78670
L50	10
LG50	10
L75	20
LG75	21
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	2
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	98.422
Duplication ratio	1.001
# N's per 100 kbp	0.00
# mismatches per 100 kbp	1.62
# indels per 100 kbp	0.24
Largest alignment	327173
NA50	172028
NGA50	172028
NA75	87186
NGA75	78670
LA50	10
LGA50	10
LA75	20
LGA75	21
