Assembly	final.contigs
# contigs (>= 1000 bp)	1565
# contigs (>= 5000 bp)	1
# contigs (>= 10000 bp)	0
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 1000 bp)	2404034
Total length (>= 5000 bp)	5476
Total length (>= 10000 bp)	0
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	4013
Largest contig	5476
Total length	4151221
Reference length	4641652
GC (%)	50.74
Reference GC (%)	50.79
N50	1112
NG50	1025
N75	782
NG75	681
L50	1253
LG50	1483
L75	2370
LG75	2873
# misassemblies	1
# misassembled contigs	1
Misassembled contigs length	3047
# local misassemblies	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	84.688
Duplication ratio	1.056
# N's per 100 kbp	0.00
# mismatches per 100 kbp	84.20
# indels per 100 kbp	0.10
Largest alignment	5476
NA50	1112
NGA50	1025
NA75	782
NGA75	681
LA50	1253
LGA50	1484
LA75	2370
LGA75	2873
