Assembly	final.contigs
# contigs (>= 1000 bp)	1913
# contigs (>= 5000 bp)	15
# contigs (>= 10000 bp)	0
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 1000 bp)	3473525
Total length (>= 5000 bp)	85502
Total length (>= 10000 bp)	0
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	3570
Largest contig	6560
Total length	4670454
Reference length	4857432
GC (%)	52.21
Reference GC (%)	52.22
N50	1521
NG50	1479
N75	987
NG75	934
L50	995
LG50	1057
L75	1943
LG75	2089
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	91.324
Duplication ratio	1.053
# N's per 100 kbp	0.00
# mismatches per 100 kbp	88.28
# indels per 100 kbp	0.11
Largest alignment	6560
NA50	1520
NGA50	1479
NA75	987
NGA75	934
LA50	995
LGA50	1057
LA75	1943
LGA75	2089
