Assembly	final.contigs
# contigs (>= 1000 bp)	340
# contigs (>= 5000 bp)	234
# contigs (>= 10000 bp)	161
# contigs (>= 25000 bp)	50
# contigs (>= 50000 bp)	6
Total length (>= 1000 bp)	4569721
Total length (>= 5000 bp)	4271145
Total length (>= 10000 bp)	3731263
Total length (>= 25000 bp)	1865981
Total length (>= 50000 bp)	361810
# contigs	367
Largest contig	69147
Total length	4589142
Reference length	4641652
GC (%)	50.74
Reference GC (%)	50.79
N50	22016
NG50	21981
N75	12876
NG75	12232
L50	69
LG50	70
L75	136
LG75	139
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	4
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	98.152
Duplication ratio	1.007
# N's per 100 kbp	0.00
# mismatches per 100 kbp	13.08
# indels per 100 kbp	0.07
Largest alignment	69147
NA50	22016
NGA50	21981
NA75	12876
NGA75	12232
LA50	69
LGA50	70
LA75	136
LGA75	139
