Assembly	final.contigs
# contigs (>= 0 bp)	638
# contigs (>= 1000 bp)	593
Total length (>= 0 bp)	3726052
Total length (>= 1000 bp)	3689909
# contigs	638
Largest contig	37555
Total length	3726052
Reference length	1892775
GC (%)	32.25
Reference GC (%)	32.26
N50	9000
NG50	14395
N75	4921
NG75	11893
L50	127
LG50	49
L75	266
LG75	85
# misassemblies	4
# misassembled contigs	4
Misassembled contigs length	7029
# local misassemblies	0
# unaligned contigs	216 + 85 part
Unaligned length	1719215
Genome fraction (%)	99.884
Duplication ratio	1.061
# N's per 100 kbp	0.00
# mismatches per 100 kbp	87.59
# indels per 100 kbp	0.00
Largest alignment	35473
NA50	1941
NGA50	9959
NGA75	5753
LA50	246
LGA50	61
LGA75	124
