Assembly	final.contigs
# contigs (>= 1000 bp)	1372
# contigs (>= 5000 bp)	0
# contigs (>= 10000 bp)	0
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 1000 bp)	1967520
Total length (>= 5000 bp)	0
Total length (>= 10000 bp)	0
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	4527
Largest contig	4278
Total length	4192934
Reference length	4857432
GC (%)	52.24
Reference GC (%)	52.22
N50	961
NG50	874
N75	713
NG75	609
L50	1504
LG50	1867
L75	2774
LG75	3530
# misassemblies	4
# misassembled contigs	4
Misassembled contigs length	4784
# local misassemblies	1
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	79.914
Duplication ratio	1.080
# N's per 100 kbp	0.00
# mismatches per 100 kbp	270.65
# indels per 100 kbp	0.05
Largest alignment	4278
NA50	961
NGA50	873
NA75	713
NGA75	609
LA50	1505
LGA50	1868
LA75	2775
LGA75	3532
