Assembly	final.contigs
# contigs (>= 0 bp)	4753
# contigs (>= 1000 bp)	1689
Total length (>= 0 bp)	4646767
Total length (>= 1000 bp)	2482846
# contigs	4753
Largest contig	4277
Total length	4646767
Reference length	5478683
GC (%)	50.50
Reference GC (%)	50.50
N50	1042
NG50	927
N75	743
NG75	612
L50	1533
LG50	1956
L75	2857
LG75	3781
# misassemblies	1
# misassembled contigs	1
Misassembled contigs length	1784
# local misassemblies	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	80.971
Duplication ratio	1.047
# N's per 100 kbp	0.00
# mismatches per 100 kbp	71.93
# indels per 100 kbp	0.07
Largest alignment	4277
NA50	1042
NGA50	927
NA75	743
NGA75	612
LA50	1534
LGA50	1956
LA75	2858
LGA75	3782
