Assembly	final.contigs
# contigs (>= 0 bp)	1529
# contigs (>= 1000 bp)	97
# contigs (>= 5000 bp)	71
# contigs (>= 10000 bp)	64
# contigs (>= 25000 bp)	51
# contigs (>= 50000 bp)	30
Total length (>= 0 bp)	5138054
Total length (>= 1000 bp)	4570962
Total length (>= 5000 bp)	4505576
Total length (>= 10000 bp)	4451214
Total length (>= 25000 bp)	4246891
Total length (>= 50000 bp)	3494929
# contigs	280
Largest contig	327154
Total length	4681104
Reference length	4641652
GC (%)	50.76
Reference GC (%)	50.79
N50	97989
NG50	97989
N75	49077
NG75	55030
L50	15
LG50	15
L75	31
LG75	30
# misassemblies	3
# misassembled contigs	3
Misassembled contigs length	187197
# local misassemblies	2
# unaligned contigs	7 + 11 part
Unaligned length	5191
Genome fraction (%)	98.767
Duplication ratio	1.020
# N's per 100 kbp	0.00
# mismatches per 100 kbp	22.58
# indels per 100 kbp	0.13
Largest alignment	327154
NA50	95621
NGA50	97989
NA75	47140
NGA75	49077
LA50	16
LGA50	15
LA75	32
LGA75	31
