Assembly	final.contigs
# contigs (>= 1000 bp)	392
# contigs (>= 5000 bp)	256
# contigs (>= 10000 bp)	160
# contigs (>= 25000 bp)	44
# contigs (>= 50000 bp)	4
Total length (>= 1000 bp)	4564489
Total length (>= 5000 bp)	4180842
Total length (>= 10000 bp)	3481383
Total length (>= 25000 bp)	1631998
Total length (>= 50000 bp)	244358
# contigs	426
Largest contig	76374
Total length	4590017
Reference length	4641652
GC (%)	50.74
Reference GC (%)	50.79
N50	19406
NG50	19123
N75	10387
NG75	10005
L50	75
LG50	76
L75	157
LG75	160
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	4
# unaligned contigs	0 + 1 part
Unaligned length	21
Genome fraction (%)	98.140
Duplication ratio	1.008
# N's per 100 kbp	0.00
# mismatches per 100 kbp	13.11
# indels per 100 kbp	0.09
Largest alignment	76374
NA50	19406
NGA50	19123
NA75	10387
NGA75	10005
LA50	75
LGA50	76
LA75	157
LGA75	160
