Assembly	final.contigs
# contigs (>= 1000 bp)	341
# contigs (>= 5000 bp)	174
# contigs (>= 10000 bp)	74
# contigs (>= 25000 bp)	6
# contigs (>= 50000 bp)	0
Total length (>= 1000 bp)	2357750
Total length (>= 5000 bp)	1882513
Total length (>= 10000 bp)	1166646
Total length (>= 25000 bp)	173599
Total length (>= 50000 bp)	0
# contigs	465
Largest contig	35550
Total length	2436589
Reference length	4641652
GC (%)	50.85
Reference GC (%)	50.78
N50	9738
NG50	1614
N75	5427
L50	80
LG50	313
L75	164
# misassemblies	1
# misassembled contigs	1
Misassembled contigs length	5468
# local misassemblies	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	52.134
Duplication ratio	1.007
# N's per 100 kbp	0.00
# mismatches per 100 kbp	428.79
# indels per 100 kbp	0.00
Largest alignment	35550
NA50	9738
NGA50	1614
NA75	5385
LA50	80
LGA50	313
LA75	164
