Assembly	final.contigs
# contigs (>= 1000 bp)	286
# contigs (>= 5000 bp)	212
# contigs (>= 10000 bp)	151
# contigs (>= 25000 bp)	56
# contigs (>= 50000 bp)	9
Total length (>= 1000 bp)	4557690
Total length (>= 5000 bp)	4351697
Total length (>= 10000 bp)	3911728
Total length (>= 25000 bp)	2291088
Total length (>= 50000 bp)	653074
# contigs	310
Largest contig	116977
Total length	4576599
Reference length	4641652
GC (%)	50.74
Reference GC (%)	50.79
N50	25297
NG50	24784
N75	15191
NG75	14915
L50	56
LG50	58
L75	114
LG75	117
# misassemblies	1
# misassembled contigs	1
Misassembled contigs length	20093
# local misassemblies	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	98.173
Duplication ratio	1.004
# N's per 100 kbp	0.00
# mismatches per 100 kbp	1.49
# indels per 100 kbp	0.00
Largest alignment	116977
NA50	25297
NGA50	24784
NA75	15191
NGA75	14633
LA50	56
LGA50	58
LA75	114
LGA75	118
