Assembly	final.contigs
# contigs (>= 0 bp)	720
# contigs (>= 1000 bp)	574
Total length (>= 0 bp)	3550224
Total length (>= 1000 bp)	3451156
# contigs	720
Largest contig	25589
Total length	3550224
Reference length	1892775
GC (%)	32.29
Reference GC (%)	32.26
N50	8280
NG50	15075
N75	4612
NG75	10815
L50	126
LG50	50
L75	265
LG75	88
# misassemblies	3
# misassembled contigs	3
Misassembled contigs length	4797
# local misassemblies	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	93.202
Duplication ratio	2.012
# N's per 100 kbp	0.00
# mismatches per 100 kbp	529.11
# indels per 100 kbp	0.17
Largest alignment	25589
NA50	581
NGA50	8004
NGA75	4033
LA50	347
LGA50	70
LGA75	153
