Assembly	final.contigs
# contigs (>= 1000 bp)	1164
# contigs (>= 5000 bp)	0
# contigs (>= 10000 bp)	0
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 1000 bp)	1653924
Total length (>= 5000 bp)	0
Total length (>= 10000 bp)	0
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	4121
Largest contig	4645
Total length	3731429
Reference length	4857432
GC (%)	52.20
Reference GC (%)	52.22
N50	936
NG50	787
N75	698
NG75	516
L50	1384
LG50	2041
L75	2541
LG75	3947
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	2
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	72.827
Duplication ratio	1.055
# N's per 100 kbp	0.00
# mismatches per 100 kbp	191.09
# indels per 100 kbp	0.00
Largest alignment	4645
NA50	936
NGA50	786
NA75	698
NGA75	516
LA50	1384
LGA50	2041
LA75	2541
LGA75	3948
