Assembly	final.contigs
# contigs (>= 0 bp)	626
# contigs (>= 1000 bp)	420
Total length (>= 0 bp)	2640485
Total length (>= 1000 bp)	2506174
# contigs	626
Largest contig	42944
Total length	2640485
Reference length	5478683
GC (%)	50.22
Reference GC (%)	50.48
N50	8500
N75	4274
L50	89
L75	193
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	1
# unaligned contigs	0 + 2 part
Unaligned length	228
Genome fraction (%)	47.874
Duplication ratio	1.007
# N's per 100 kbp	0.00
# mismatches per 100 kbp	428.62
# indels per 100 kbp	0.23
Largest alignment	42944
NA50	8500
NA75	4274
LA50	89
LA75	193
