Assembly	final.contigs
# contigs (>= 0 bp)	10411
# contigs (>= 1000 bp)	1839
# contigs (>= 5000 bp)	0
# contigs (>= 10000 bp)	0
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 0 bp)	7076166
Total length (>= 1000 bp)	2660324
Total length (>= 5000 bp)	0
Total length (>= 10000 bp)	0
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	5524
Largest contig	4077
Total length	5261284
Reference length	4641652
GC (%)	50.74
Reference GC (%)	50.79
N50	1007
NG50	1091
N75	725
NG75	819
L50	1810
LG50	1515
L75	3350
LG75	2746
# misassemblies	7
# misassembled contigs	7
Misassembled contigs length	7305
# local misassemblies	4
# unaligned contigs	48 + 49 part
Unaligned length	30496
Genome fraction (%)	93.747
Duplication ratio	1.202
# N's per 100 kbp	0.00
# mismatches per 100 kbp	1263.59
# indels per 100 kbp	1.61
Largest alignment	4077
NA50	1005
NGA50	1087
NA75	721
NGA75	816
LA50	1813
LGA50	1517
LA75	3358
LGA75	2752
