Assembly	final.contigs
# contigs (>= 0 bp)	721
# contigs (>= 1000 bp)	472
Total length (>= 0 bp)	1230533
Total length (>= 1000 bp)	1046424
# contigs	721
Largest contig	11393
Total length	1230533
Reference length	615980
GC (%)	25.37
Reference GC (%)	25.35
N50	2195
NG50	3244
N75	1304
NG75	2661
L50	186
LG50	71
L75	364
LG75	124
# misassemblies	36
# misassembled contigs	35
Misassembled contigs length	114660
# local misassemblies	0
# unaligned contigs	1 + 3 part
Unaligned length	1801
Genome fraction (%)	97.708
Duplication ratio	2.042
# N's per 100 kbp	0.00
# mismatches per 100 kbp	1643.57
# indels per 100 kbp	2.66
Largest alignment	11393
NA50	2091
NGA50	3054
NA75	1259
NGA75	2553
LA50	196
LGA50	75
LA75	382
LGA75	130
