Assembly	final.contigs
# contigs (>= 1000 bp)	1419
# contigs (>= 5000 bp)	255
# contigs (>= 10000 bp)	27
# contigs (>= 25000 bp)	1
# contigs (>= 50000 bp)	0
Total length (>= 1000 bp)	4705967
Total length (>= 5000 bp)	1856419
Total length (>= 10000 bp)	344528
Total length (>= 25000 bp)	31965
Total length (>= 50000 bp)	0
# contigs	1731
Largest contig	31965
Total length	4937583
Reference length	4857432
GC (%)	52.22
Reference GC (%)	52.23
N50	3970
NG50	4024
N75	2327
NG75	2414
L50	393
LG50	383
L75	794
LG75	768
# misassemblies	1
# misassembled contigs	1
Misassembled contigs length	9233
# local misassemblies	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	98.913
Duplication ratio	1.028
# N's per 100 kbp	0.00
# mismatches per 100 kbp	8.74
# indels per 100 kbp	0.04
Largest alignment	31965
NA50	3964
NGA50	4024
NA75	2327
NGA75	2411
LA50	394
LGA50	383
LA75	794
LGA75	769
