Assembly	final.contigs
# contigs (>= 1000 bp)	6
# contigs (>= 5000 bp)	0
# contigs (>= 10000 bp)	0
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 1000 bp)	11152
Total length (>= 5000 bp)	0
Total length (>= 10000 bp)	0
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	79
Largest contig	3640
Total length	55228
Reference length	4641652
GC (%)	50.90
Reference GC (%)	50.79
N50	618
N75	555
L50	29
L75	53
# misassemblies	2
# misassembled contigs	2
Misassembled contigs length	2438
# local misassemblies	0
# unaligned contigs	0 + 1 part
Unaligned length	42
Genome fraction (%)	1.189
Duplication ratio	1.000
# N's per 100 kbp	0.00
# mismatches per 100 kbp	308.11
# indels per 100 kbp	9.06
Largest alignment	3640
NA50	616
NGA50	-
NA75	552
LA50	30
LA75	54
