All statistics are based on contigs of size >= 500 bp, unless otherwise noted (e.g., "# contigs (>= 0 bp)" and "Total length (>= 0 bp)" include all contigs).

Assembly                         final.contigs
# misassemblies                  1            
    # relocations                1            
    # translocations             0            
    # inversions                 0            
# possibly misassembled contigs  11           
# misassembled contigs           1            
Misassembled contigs length      4139         
# local misassemblies            0            
# mismatches                     913          
# indels                         2            
    # short indels               2            
    # long indels                0            
Indels length                    2            
