Assembly	final.contigs
# contigs (>= 0 bp)	3045
# contigs (>= 1000 bp)	1269
Total length (>= 0 bp)	3249332
Total length (>= 1000 bp)	1974481
# contigs	3045
Largest contig	5155
Total length	3249332
Reference length	1892775
GC (%)	32.28
Reference GC (%)	32.26
N50	1173
NG50	1568
N75	816
NG75	1275
L50	948
LG50	444
L75	1780
LG75	781
# misassemblies	57
# misassembled contigs	55
Misassembled contigs length	85490
# local misassemblies	0
# unaligned contigs	1 + 3 part
Unaligned length	1890
Genome fraction (%)	90.601
Duplication ratio	1.894
# N's per 100 kbp	0.00
# mismatches per 100 kbp	1419.12
# indels per 100 kbp	0.47
Largest alignment	5155
NA50	1157
NGA50	1523
NA75	808
NGA75	1259
LA50	965
LGA50	453
LA75	1806
LGA75	796
