Assembly	final.contigs
# contigs (>= 0 bp)	3133
# contigs (>= 1000 bp)	1033
Total length (>= 0 bp)	3006464
Total length (>= 1000 bp)	1517038
# contigs	3133
Largest contig	4208
Total length	3006464
Reference length	1892775
GC (%)	32.32
Reference GC (%)	32.26
N50	1007
NG50	1301
N75	732
NG75	1048
L50	1020
LG50	534
L75	1895
LG75	938
# misassemblies	53
# misassembled contigs	52
Misassembled contigs length	61830
# local misassemblies	0
# unaligned contigs	2 + 1 part
Unaligned length	3088
Genome fraction (%)	88.152
Duplication ratio	1.800
# N's per 100 kbp	0.00
# mismatches per 100 kbp	1331.54
# indels per 100 kbp	0.48
Largest alignment	4208
NA50	993
NGA50	1291
NA75	726
NGA75	1032
LA50	1031
LGA50	539
LA75	1914
LGA75	948
