Assembly	final.contigs
# contigs (>= 1000 bp)	718
# contigs (>= 5000 bp)	375
# contigs (>= 10000 bp)	148
# contigs (>= 25000 bp)	11
# contigs (>= 50000 bp)	0
Total length (>= 1000 bp)	4873822
Total length (>= 5000 bp)	3945475
Total length (>= 10000 bp)	2329902
Total length (>= 25000 bp)	343826
Total length (>= 50000 bp)	0
# contigs	778
Largest contig	43604
Total length	4917350
Reference length	4857432
GC (%)	52.23
Reference GC (%)	52.23
N50	9436
NG50	9585
N75	5772
NG75	5871
L50	162
LG50	159
L75	328
LG75	320
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	99.715
Duplication ratio	1.015
# N's per 100 kbp	0.00
# mismatches per 100 kbp	16.04
# indels per 100 kbp	0.00
Largest alignment	43604
NA50	9436
NGA50	9585
NA75	5772
NGA75	5871
LA50	162
LGA50	159
LA75	328
LGA75	320
