Assembly	final.contigs
# contigs (>= 0 bp)	237
# contigs (>= 1000 bp)	197
Total length (>= 0 bp)	1249401
Total length (>= 1000 bp)	1228106
# contigs	214
Largest contig	36991
Total length	1241819
Reference length	1231960
GC (%)	25.35
Reference GC (%)	25.34
N50	9198
NG50	9274
N75	5022
NG75	5047
L50	42
LG50	41
L75	86
LG75	85
# misassemblies	1
# misassembled contigs	1
Misassembled contigs length	26043
# local misassemblies	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	98.354
Duplication ratio	1.025
# N's per 100 kbp	0.00
# mismatches per 100 kbp	1.40
# indels per 100 kbp	0.00
Largest alignment	36991
NA50	9198
NGA50	9198
NA75	5022
NGA75	5047
LA50	42
LGA50	42
LA75	87
LGA75	85
