Assembly	final.contigs
# contigs (>= 0 bp)	4149
# contigs (>= 1000 bp)	2673
Total length (>= 0 bp)	11099271
Total length (>= 1000 bp)	10347323
# contigs	3340
Largest contig	23946
Total length	10839537
Reference length	11094646
GC (%)	50.38
Reference GC (%)	50.48
N50	4983
NG50	4866
N75	2792
NG75	2590
L50	689
LG50	714
L75	1411
LG75	1483
# misassemblies	1
# misassembled contigs	1
Misassembled contigs length	2818
# local misassemblies	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	96.373
Duplication ratio	1.026
# N's per 100 kbp	0.00
# mismatches per 100 kbp	37.44
# indels per 100 kbp	0.24
Largest alignment	23946
NA50	4983
NGA50	4866
NA75	2790
NGA75	2590
LA50	689
LGA50	714
LA75	1411
LGA75	1483
