Assembly	final.contigs
# contigs (>= 1000 bp)	1366
# contigs (>= 5000 bp)	0
# contigs (>= 10000 bp)	0
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 1000 bp)	2008221
Total length (>= 5000 bp)	0
Total length (>= 10000 bp)	0
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	4377
Largest contig	4191
Total length	4095986
Reference length	4857432
GC (%)	52.17
Reference GC (%)	52.22
N50	987
NG50	868
N75	704
NG75	582
L50	1407
LG50	1819
L75	2645
LG75	3539
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# unaligned contigs	0 + 3 part
Unaligned length	209
Genome fraction (%)	77.450
Duplication ratio	1.089
# N's per 100 kbp	0.00
# mismatches per 100 kbp	410.04
# indels per 100 kbp	0.00
Largest alignment	4191
NA50	987
NGA50	868
NA75	704
NGA75	582
LA50	1407
LGA50	1819
LA75	2645
LGA75	3539
